Irrep 	 alpha 	 beta 	 name 	 coefficient 	  p^1 	 p^2 	 q
A1	1	1	C33+	1/6	"(-1, 0, 1)"	"(0, 1, 0)"	"(-0.500000, 0.500000, 0.500000)"
A1	1	1	C33-	1/6	"(-1, 1, 0)"	"(0, 0, 1)"	"(-0.500000, 0.500000, 0.500000)"
A1	1	1	sigma_d6	1/6	"(0, 1, 1)"	"(-1, 0, 0)"	"(-0.500000, 0.500000, 0.500000)"
A1	1	1	sigma_d3	1/6	"(-1, 1, 0)"	"(0, 0, 1)"	"(-0.500000, 0.500000, 0.500000)"
A1	1	1	sigma_d1	1/6	"(-1, 0, 1)"	"(0, 1, 0)"	"(-0.500000, 0.500000, 0.500000)"
A1	1	1	E	1/6	"(0, 0, 1)"	"(-1, 1, 0)"	"(-0.500000, -0.500000, 0.500000)"
A1	1	1	C33+	1/6	"(-1, 0, 0)"	"(0, 1, 1)"	"(-0.500000, -0.500000, 0.500000)"
A1	1	1	C33-	1/6	"(0, 1, 0)"	"(-1, 0, 1)"	"(-0.500000, -0.500000, 0.500000)"
A1	1	1	sigma_d6	1/6	"(0, 1, 0)"	"(-1, 0, 1)"	"(-0.500000, -0.500000, 0.500000)"
A1	1	1	sigma_d3	1/6	"(-1, 0, 0)"	"(0, 1, 1)"	"(-0.500000, -0.500000, 0.500000)"
A1	1	1	sigma_d1	1/6	"(0, 0, 1)"	"(-1, 1, 0)"	"(-0.500000, -0.500000, 0.500000)"
A1	1	1	E	1/6	"(0, 1, 0)"	"(-1, 0, 1)"	"(-0.500000, 0.500000, -0.500000)"
A1	1	1	C33+	1/6	"(0, 0, 1)"	"(-1, 1, 0)"	"(-0.500000, 0.500000, -0.500000)"
A1	1	1	C33-	1/6	"(-1, 0, 0)"	"(0, 1, 1)"	"(-0.500000, 0.500000, -0.500000)"
A1	1	1	sigma_d6	1/6	"(0, 0, 1)"	"(-1, 1, 0)"	"(-0.500000, 0.500000, -0.500000)"
A1	1	1	sigma_d3	1/6	"(0, 1, 0)"	"(-1, 0, 1)"	"(-0.500000, 0.500000, -0.500000)"
A1	1	1	sigma_d1	1/6	"(-1, 0, 0)"	"(0, 1, 1)"	"(-0.500000, 0.500000, -0.500000)"
A1	1	1	E	1/6	"(-1, 0, 0)"	"(0, 1, 1)"	"(0.500000, -0.500000, -0.500000)"
A1	1	1	C33+	1/6	"(0, 1, 0)"	"(-1, 0, 1)"	"(0.500000, -0.500000, -0.500000)"
A1	1	1	C33-	1/6	"(0, 0, 1)"	"(-1, 1, 0)"	"(0.500000, -0.500000, -0.500000)"
A1	1	1	sigma_d6	1/6	"(-1, 0, 0)"	"(0, 1, 1)"	"(0.500000, -0.500000, -0.500000)"
A1	1	1	sigma_d3	1/6	"(0, 0, 1)"	"(-1, 1, 0)"	"(0.500000, -0.500000, -0.500000)"
A1	1	1	sigma_d1	1/6	"(0, 1, 0)"	"(-1, 0, 1)"	"(0.500000, -0.500000, -0.500000)"
A1	1	1	E	1/6	"(-2, 0, 0)"	"(1, 1, 1)"	"(1.500000, -0.500000, -0.500000)"
A1	1	1	C33+	1/6	"(0, 2, 0)"	"(-1, -1, 1)"	"(1.500000, -0.500000, -0.500000)"
A1	1	1	C33-	1/6	"(0, 0, 2)"	"(-1, 1, -1)"	"(1.500000, -0.500000, -0.500000)"
A1	1	1	sigma_d6	1/6	"(-2, 0, 0)"	"(1, 1, 1)"	"(1.500000, -0.500000, -0.500000)"
A1	1	1	sigma_d3	1/6	"(0, 0, 2)"	"(-1, 1, -1)"	"(1.500000, -0.500000, -0.500000)"
A1	1	1	sigma_d1	1/6	"(0, 2, 0)"	"(-1, -1, 1)"	"(1.500000, -0.500000, -0.500000)"
A1	1	1	E	1/6	"(0, 2, 0)"	"(-1, -1, 1)"	"(-0.500000, 1.500000, -0.500000)"
A1	1	1	C33+	1/6	"(0, 0, 2)"	"(-1, 1, -1)"	"(-0.500000, 1.500000, -0.500000)"
A1	1	1	C33-	1/6	"(-2, 0, 0)"	"(1, 1, 1)"	"(-0.500000, 1.500000, -0.500000)"
A1	1	1	sigma_d6	1/6	"(0, 0, 2)"	"(-1, 1, -1)"	"(-0.500000, 1.500000, -0.500000)"
A1	1	1	sigma_d3	1/6	"(0, 2, 0)"	"(-1, -1, 1)"	"(-0.500000, 1.500000, -0.500000)"
A1	1	1	sigma_d1	1/6	"(-2, 0, 0)"	"(1, 1, 1)"	"(-0.500000, 1.500000, -0.500000)"
A1	1	1	E	1/6	"(0, 0, 2)"	"(-1, 1, -1)"	"(-0.500000, -0.500000, 1.500000)"
A1	1	1	C33+	1/6	"(-2, 0, 0)"	"(1, 1, 1)"	"(-0.500000, -0.500000, 1.500000)"
A1	1	1	C33-	1/6	"(0, 2, 0)"	"(-1, -1, 1)"	"(-0.500000, -0.500000, 1.500000)"
A1	1	1	sigma_d6	1/6	"(0, 2, 0)"	"(-1, -1, 1)"	"(-0.500000, -0.500000, 1.500000)"
A1	1	1	sigma_d3	1/6	"(-2, 0, 0)"	"(1, 1, 1)"	"(-0.500000, -0.500000, 1.500000)"
A1	1	1	sigma_d1	1/6	"(0, 0, 2)"	"(-1, 1, -1)"	"(-0.500000, -0.500000, 1.500000)"
A1	1	1	E	1/6	"(0, 0, 0)"	"(-1, 1, 1)"	"(-0.500000, -0.500000, -0.500000)"
A1	1	1	C33+	1/6	"(0, 0, 0)"	"(-1, 1, 1)"	"(-0.500000, -0.500000, -0.500000)"
A1	1	1	C33-	1/6	"(0, 0, 0)"	"(-1, 1, 1)"	"(-0.500000, -0.500000, -0.500000)"
A1	1	1	sigma_d6	1/6	"(0, 0, 0)"	"(-1, 1, 1)"	"(-0.500000, -0.500000, -0.500000)"
A1	1	1	sigma_d3	1/6	"(0, 0, 0)"	"(-1, 1, 1)"	"(-0.500000, -0.500000, -0.500000)"
A1	1	1	sigma_d1	1/6	"(0, 0, 0)"	"(-1, 1, 1)"	"(-0.500000, -0.500000, -0.500000)"
A1	1	1	E	1/6	"(-1, 1, -1)"	"(0, 0, 2)"	"(0.500000, 0.500000, -1.500000)"
A1	1	1	C33+	1/6	"(1, 1, 1)"	"(-2, 0, 0)"	"(0.500000, 0.500000, -1.500000)"
A1	1	1	C33-	1/6	"(-1, -1, 1)"	"(0, 2, 0)"	"(0.500000, 0.500000, -1.500000)"
A1	1	1	sigma_d6	1/6	"(-1, -1, 1)"	"(0, 2, 0)"	"(0.500000, 0.500000, -1.500000)"
A1	1	1	sigma_d3	1/6	"(1, 1, 1)"	"(-2, 0, 0)"	"(0.500000, 0.500000, -1.500000)"
A1	1	1	sigma_d1	1/6	"(-1, 1, -1)"	"(0, 0, 2)"	"(0.500000, 0.500000, -1.500000)"
A1	1	1	E	1/6	"(-1, -1, 1)"	"(0, 2, 0)"	"(0.500000, -1.500000, 0.500000)"
A1	1	1	C33+	1/6	"(-1, 1, -1)"	"(0, 0, 2)"	"(0.500000, -1.500000, 0.500000)"
A1	1	1	C33-	1/6	"(1, 1, 1)"	"(-2, 0, 0)"	"(0.500000, -1.500000, 0.500000)"
A1	1	1	sigma_d6	1/6	"(-1, 1, -1)"	"(0, 0, 2)"	"(0.500000, -1.500000, 0.500000)"
A1	1	1	sigma_d3	1/6	"(-1, -1, 1)"	"(0, 2, 0)"	"(0.500000, -1.500000, 0.500000)"
A1	1	1	sigma_d1	1/6	"(1, 1, 1)"	"(-2, 0, 0)"	"(0.500000, -1.500000, 0.500000)"
A1	1	1	E	1/6	"(1, 1, 1)"	"(-2, 0, 0)"	"(-1.500000, 0.500000, 0.500000)"
A1	1	1	C33+	1/6	"(-1, -1, 1)"	"(0, 2, 0)"	"(-1.500000, 0.500000, 0.500000)"
A1	1	1	C33-	1/6	"(-1, 1, -1)"	"(0, 0, 2)"	"(-1.500000, 0.500000, 0.500000)"
A1	1	1	sigma_d6	1/6	"(1, 1, 1)"	"(-2, 0, 0)"	"(-1.500000, 0.500000, 0.500000)"
A1	1	1	sigma_d3	1/6	"(-1, 1, -1)"	"(0, 0, 2)"	"(-1.500000, 0.500000, 0.500000)"
A1	1	1	sigma_d1	1/6	"(-1, -1, 1)"	"(0, 2, 0)"	"(-1.500000, 0.500000, 0.500000)"
E	1	1	E	1/3	"(-1, 1, 1)"	"(0, 0, 0)"	"(0.500000, 0.500000, 0.500000)"
E	1	1	C33+	-1/6+1/6*I*3^(1/2)	"(-1, 1, 1)"	"(0, 0, 0)"	"(0.500000, 0.500000, 0.500000)"
E	1	1	C33-	-1/6-1/6*I*3^(1/2)	"(-1, 1, 1)"	"(0, 0, 0)"	"(0.500000, 0.500000, 0.500000)"
E	1	1	E	1/3	"(-1, 1, 0)"	"(0, 0, 1)"	"(0.500000, 0.500000, -0.500000)"
E	1	1	C33+	-1/6+1/6*I*3^(1/2)	"(0, 1, 1)"	"(-1, 0, 0)"	"(0.500000, 0.500000, -0.500000)"
E	1	1	C33-	-1/6-1/6*I*3^(1/2)	"(-1, 0, 1)"	"(0, 1, 0)"	"(0.500000, 0.500000, -0.500000)"
E	1	1	E	1/3	"(-1, 0, 1)"	"(0, 1, 0)"	"(0.500000, -0.500000, 0.500000)"
E	1	1	C33+	-1/6+1/6*I*3^(1/2)	"(-1, 1, 0)"	"(0, 0, 1)"	"(0.500000, -0.500000, 0.500000)"
E	1	1	C33-	-1/6-1/6*I*3^(1/2)	"(0, 1, 1)"	"(-1, 0, 0)"	"(0.500000, -0.500000, 0.500000)"
E	1	1	E	1/3	"(0, 1, 1)"	"(-1, 0, 0)"	"(-0.500000, 0.500000, 0.500000)"
E	1	1	C33+	-1/6+1/6*I*3^(1/2)	"(-1, 0, 1)"	"(0, 1, 0)"	"(-0.500000, 0.500000, 0.500000)"
E	1	1	C33-	-1/6-1/6*I*3^(1/2)	"(-1, 1, 0)"	"(0, 0, 1)"	"(-0.500000, 0.500000, 0.500000)"
E	1	1	E	1/3	"(0, 0, 1)"	"(-1, 1, 0)"	"(-0.500000, -0.500000, 0.500000)"
E	1	1	C33+	-1/6+1/6*I*3^(1/2)	"(-1, 0, 0)"	"(0, 1, 1)"	"(-0.500000, -0.500000, 0.500000)"
E	1	1	C33-	-1/6-1/6*I*3^(1/2)	"(0, 1, 0)"	"(-1, 0, 1)"	"(-0.500000, -0.500000, 0.500000)"
E	1	1	E	1/3	"(0, 1, 0)"	"(-1, 0, 1)"	"(-0.500000, 0.500000, -0.500000)"
E	1	1	C33+	-1/6+1/6*I*3^(1/2)	"(0, 0, 1)"	"(-1, 1, 0)"	"(-0.500000, 0.500000, -0.500000)"
E	1	1	C33-	-1/6-1/6*I*3^(1/2)	"(-1, 0, 0)"	"(0, 1, 1)"	"(-0.500000, 0.500000, -0.500000)"
E	1	1	E	1/3	"(-1, 0, 0)"	"(0, 1, 1)"	"(0.500000, -0.500000, -0.500000)"
E	1	1	C33+	-1/6+1/6*I*3^(1/2)	"(0, 1, 0)"	"(-1, 0, 1)"	"(0.500000, -0.500000, -0.500000)"
E	1	1	C33-	-1/6-1/6*I*3^(1/2)	"(0, 0, 1)"	"(-1, 1, 0)"	"(0.500000, -0.500000, -0.500000)"
E	1	1	E	1/3	"(-2, 0, 0)"	"(1, 1, 1)"	"(1.500000, -0.500000, -0.500000)"
E	1	1	C33+	-1/6+1/6*I*3^(1/2)	"(0, 2, 0)"	"(-1, -1, 1)"	"(1.500000, -0.500000, -0.500000)"
E	1	1	C33-	-1/6-1/6*I*3^(1/2)	"(0, 0, 2)"	"(-1, 1, -1)"	"(1.500000, -0.500000, -0.500000)"
E	1	1	E	1/3	"(0, 2, 0)"	"(-1, -1, 1)"	"(-0.500000, 1.500000, -0.500000)"
E	1	1	C33+	-1/6+1/6*I*3^(1/2)	"(0, 0, 2)"	"(-1, 1, -1)"	"(-0.500000, 1.500000, -0.500000)"
E	1	1	C33-	-1/6-1/6*I*3^(1/2)	"(-2, 0, 0)"	"(1, 1, 1)"	"(-0.500000, 1.500000, -0.500000)"
E	1	1	E	1/3	"(0, 0, 2)"	"(-1, 1, -1)"	"(-0.500000, -0.500000, 1.500000)"
E	1	1	C33+	-1/6+1/6*I*3^(1/2)	"(-2, 0, 0)"	"(1, 1, 1)"	"(-0.500000, -0.500000, 1.500000)"
E	1	1	C33-	-1/6-1/6*I*3^(1/2)	"(0, 2, 0)"	"(-1, -1, 1)"	"(-0.500000, -0.500000, 1.500000)"
E	1	1	E	1/3	"(0, 0, 0)"	"(-1, 1, 1)"	"(-0.500000, -0.500000, -0.500000)"
E	1	1	C33+	-1/6+1/6*I*3^(1/2)	"(0, 0, 0)"	"(-1, 1, 1)"	"(-0.500000, -0.500000, -0.500000)"
E	1	1	C33-	-1/6-1/6*I*3^(1/2)	"(0, 0, 0)"	"(-1, 1, 1)"	"(-0.500000, -0.500000, -0.500000)"
E	1	1	E	1/3	"(-1, 1, -1)"	"(0, 0, 2)"	"(0.500000, 0.500000, -1.500000)"
E	1	1	C33+	-1/6+1/6*I*3^(1/2)	"(1, 1, 1)"	"(-2, 0, 0)"	"(0.500000, 0.500000, -1.500000)"
E	1	1	C33-	-1/6-1/6*I*3^(1/2)	"(-1, -1, 1)"	"(0, 2, 0)"	"(0.500000, 0.500000, -1.500000)"
E	1	1	E	1/3	"(-1, -1, 1)"	"(0, 2, 0)"	"(0.500000, -1.500000, 0.500000)"
E	1	1	C33+	-1/6+1/6*I*3^(1/2)	"(-1, 1, -1)"	"(0, 0, 2)"	"(0.500000, -1.500000, 0.500000)"
E	1	1	C33-	-1/6-1/6*I*3^(1/2)	"(1, 1, 1)"	"(-2, 0, 0)"	"(0.500000, -1.500000, 0.500000)"
E	1	1	E	1/3	"(1, 1, 1)"	"(-2, 0, 0)"	"(-1.500000, 0.500000, 0.500000)"
E	1	1	C33+	-1/6+1/6*I*3^(1/2)	"(-1, -1, 1)"	"(0, 2, 0)"	"(-1.500000, 0.500000, 0.500000)"
E	1	1	C33-	-1/6-1/6*I*3^(1/2)	"(-1, 1, -1)"	"(0, 0, 2)"	"(-1.500000, 0.500000, 0.500000)"
E	2	1	sigma_d6	-1/3	"(-1, 1, 1)"	"(0, 0, 0)"	"(0.500000, 0.500000, 0.500000)"
E	2	1	sigma_d3	1/6-1/6*I*3^(1/2)	"(-1, 1, 1)"	"(0, 0, 0)"	"(0.500000, 0.500000, 0.500000)"
E	2	1	sigma_d1	1/6+1/6*I*3^(1/2)	"(-1, 1, 1)"	"(0, 0, 0)"	"(0.500000, 0.500000, 0.500000)"
E	2	1	sigma_d6	-1/3	"(-1, 0, 1)"	"(0, 1, 0)"	"(0.500000, 0.500000, -0.500000)"
E	2	1	sigma_d3	1/6-1/6*I*3^(1/2)	"(0, 1, 1)"	"(-1, 0, 0)"	"(0.500000, 0.500000, -0.500000)"
E	2	1	sigma_d1	1/6+1/6*I*3^(1/2)	"(-1, 1, 0)"	"(0, 0, 1)"	"(0.500000, 0.500000, -0.500000)"
E	2	1	sigma_d6	-1/3	"(-1, 1, 0)"	"(0, 0, 1)"	"(0.500000, -0.500000, 0.500000)"
E	2	1	sigma_d3	1/6-1/6*I*3^(1/2)	"(-1, 0, 1)"	"(0, 1, 0)"	"(0.500000, -0.500000, 0.500000)"
E	2	1	sigma_d1	1/6+1/6*I*3^(1/2)	"(0, 1, 1)"	"(-1, 0, 0)"	"(0.500000, -0.500000, 0.500000)"
E	2	1	sigma_d6	-1/3	"(0, 1, 1)"	"(-1, 0, 0)"	"(-0.500000, 0.500000, 0.500000)"
E	2	1	sigma_d3	1/6-1/6*I*3^(1/2)	"(-1, 1, 0)"	"(0, 0, 1)"	"(-0.500000, 0.500000, 0.500000)"
E	2	1	sigma_d1	1/6+1/6*I*3^(1/2)	"(-1, 0, 1)"	"(0, 1, 0)"	"(-0.500000, 0.500000, 0.500000)"
E	2	1	sigma_d6	-1/3	"(0, 1, 0)"	"(-1, 0, 1)"	"(-0.500000, -0.500000, 0.500000)"
E	2	1	sigma_d3	1/6-1/6*I*3^(1/2)	"(-1, 0, 0)"	"(0, 1, 1)"	"(-0.500000, -0.500000, 0.500000)"
E	2	1	sigma_d1	1/6+1/6*I*3^(1/2)	"(0, 0, 1)"	"(-1, 1, 0)"	"(-0.500000, -0.500000, 0.500000)"
E	2	1	sigma_d6	-1/3	"(0, 0, 1)"	"(-1, 1, 0)"	"(-0.500000, 0.500000, -0.500000)"
E	2	1	sigma_d3	1/6-1/6*I*3^(1/2)	"(0, 1, 0)"	"(-1, 0, 1)"	"(-0.500000, 0.500000, -0.500000)"
E	2	1	sigma_d1	1/6+1/6*I*3^(1/2)	"(-1, 0, 0)"	"(0, 1, 1)"	"(-0.500000, 0.500000, -0.500000)"
E	2	1	sigma_d6	-1/3	"(-1, 0, 0)"	"(0, 1, 1)"	"(0.500000, -0.500000, -0.500000)"
E	2	1	sigma_d3	1/6-1/6*I*3^(1/2)	"(0, 0, 1)"	"(-1, 1, 0)"	"(0.500000, -0.500000, -0.500000)"
E	2	1	sigma_d1	1/6+1/6*I*3^(1/2)	"(0, 1, 0)"	"(-1, 0, 1)"	"(0.500000, -0.500000, -0.500000)"
E	2	1	sigma_d6	-1/3	"(-2, 0, 0)"	"(1, 1, 1)"	"(1.500000, -0.500000, -0.500000)"
E	2	1	sigma_d3	1/6-1/6*I*3^(1/2)	"(0, 0, 2)"	"(-1, 1, -1)"	"(1.500000, -0.500000, -0.500000)"
E	2	1	sigma_d1	1/6+1/6*I*3^(1/2)	"(0, 2, 0)"	"(-1, -1, 1)"	"(1.500000, -0.500000, -0.500000)"
E	2	1	sigma_d6	-1/3	"(0, 0, 2)"	"(-1, 1, -1)"	"(-0.500000, 1.500000, -0.500000)"
E	2	1	sigma_d3	1/6-1/6*I*3^(1/2)	"(0, 2, 0)"	"(-1, -1, 1)"	"(-0.500000, 1.500000, -0.500000)"
E	2	1	sigma_d1	1/6+1/6*I*3^(1/2)	"(-2, 0, 0)"	"(1, 1, 1)"	"(-0.500000, 1.500000, -0.500000)"
E	2	1	sigma_d6	-1/3	"(0, 2, 0)"	"(-1, -1, 1)"	"(-0.500000, -0.500000, 1.500000)"
E	2	1	sigma_d3	1/6-1/6*I*3^(1/2)	"(-2, 0, 0)"	"(1, 1, 1)"	"(-0.500000, -0.500000, 1.500000)"
E	2	1	sigma_d1	1/6+1/6*I*3^(1/2)	"(0, 0, 2)"	"(-1, 1, -1)"	"(-0.500000, -0.500000, 1.500000)"
E	2	1	sigma_d6	-1/3	"(0, 0, 0)"	"(-1, 1, 1)"	"(-0.500000, -0.500000, -0.500000)"
E	2	1	sigma_d3	1/6-1/6*I*3^(1/2)	"(0, 0, 0)"	"(-1, 1, 1)"	"(-0.500000, -0.500000, -0.500000)"
E	2	1	sigma_d1	1/6+1/6*I*3^(1/2)	"(0, 0, 0)"	"(-1, 1, 1)"	"(-0.500000, -0.500000, -0.500000)"
E	2	1	sigma_d6	-1/3	"(-1, -1, 1)"	"(0, 2, 0)"	"(0.500000, 0.500000, -1.500000)"
E	2	1	sigma_d3	1/6-1/6*I*3^(1/2)	"(1, 1, 1)"	"(-2, 0, 0)"	"(0.500000, 0.500000, -1.500000)"
E	2	1	sigma_d1	1/6+1/6*I*3^(1/2)	"(-1, 1, -1)"	"(0, 0, 2)"	"(0.500000, 0.500000, -1.500000)"
E	2	1	sigma_d6	-1/3	"(-1, 1, -1)"	"(0, 0, 2)"	"(0.500000, -1.500000, 0.500000)"
E	2	1	sigma_d3	1/6-1/6*I*3^(1/2)	"(-1, -1, 1)"	"(0, 2, 0)"	"(0.500000, -1.500000, 0.500000)"
E	2	1	sigma_d1	1/6+1/6*I*3^(1/2)	"(1, 1, 1)"	"(-2, 0, 0)"	"(0.500000, -1.500000, 0.500000)"
E	2	1	sigma_d6	-1/3	"(1, 1, 1)"	"(-2, 0, 0)"	"(-1.500000, 0.500000, 0.500000)"
E	2	1	sigma_d3	1/6-1/6*I*3^(1/2)	"(-1, 1, -1)"	"(0, 0, 2)"	"(-1.500000, 0.500000, 0.500000)"
E	2	1	sigma_d1	1/6+1/6*I*3^(1/2)	"(-1, -1, 1)"	"(0, 2, 0)"	"(-1.500000, 0.500000, 0.500000)"
E	1	2	sigma_d6	-1/3	"(-1, 1, 1)"	"(0, 0, 0)"	"(0.500000, 0.500000, 0.500000)"
E	1	2	sigma_d3	1/6+1/6*I*3^(1/2)	"(-1, 1, 1)"	"(0, 0, 0)"	"(0.500000, 0.500000, 0.500000)"
E	1	2	sigma_d1	1/6-1/6*I*3^(1/2)	"(-1, 1, 1)"	"(0, 0, 0)"	"(0.500000, 0.500000, 0.500000)"
E	1	2	sigma_d6	-1/3	"(-1, 0, 1)"	"(0, 1, 0)"	"(0.500000, 0.500000, -0.500000)"
E	1	2	sigma_d3	1/6+1/6*I*3^(1/2)	"(0, 1, 1)"	"(-1, 0, 0)"	"(0.500000, 0.500000, -0.500000)"
E	1	2	sigma_d1	1/6-1/6*I*3^(1/2)	"(-1, 1, 0)"	"(0, 0, 1)"	"(0.500000, 0.500000, -0.500000)"
E	1	2	sigma_d6	-1/3	"(-1, 1, 0)"	"(0, 0, 1)"	"(0.500000, -0.500000, 0.500000)"
E	1	2	sigma_d3	1/6+1/6*I*3^(1/2)	"(-1, 0, 1)"	"(0, 1, 0)"	"(0.500000, -0.500000, 0.500000)"
E	1	2	sigma_d1	1/6-1/6*I*3^(1/2)	"(0, 1, 1)"	"(-1, 0, 0)"	"(0.500000, -0.500000, 0.500000)"
E	1	2	sigma_d6	-1/3	"(0, 1, 1)"	"(-1, 0, 0)"	"(-0.500000, 0.500000, 0.500000)"
E	1	2	sigma_d3	1/6+1/6*I*3^(1/2)	"(-1, 1, 0)"	"(0, 0, 1)"	"(-0.500000, 0.500000, 0.500000)"
E	1	2	sigma_d1	1/6-1/6*I*3^(1/2)	"(-1, 0, 1)"	"(0, 1, 0)"	"(-0.500000, 0.500000, 0.500000)"
E	1	2	sigma_d6	-1/3	"(0, 1, 0)"	"(-1, 0, 1)"	"(-0.500000, -0.500000, 0.500000)"
E	1	2	sigma_d3	1/6+1/6*I*3^(1/2)	"(-1, 0, 0)"	"(0, 1, 1)"	"(-0.500000, -0.500000, 0.500000)"
E	1	2	sigma_d1	1/6-1/6*I*3^(1/2)	"(0, 0, 1)"	"(-1, 1, 0)"	"(-0.500000, -0.500000, 0.500000)"
E	1	2	sigma_d6	-1/3	"(0, 0, 1)"	"(-1, 1, 0)"	"(-0.500000, 0.500000, -0.500000)"
E	1	2	sigma_d3	1/6+1/6*I*3^(1/2)	"(0, 1, 0)"	"(-1, 0, 1)"	"(-0.500000, 0.500000, -0.500000)"
E	1	2	sigma_d1	1/6-1/6*I*3^(1/2)	"(-1, 0, 0)"	"(0, 1, 1)"	"(-0.500000, 0.500000, -0.500000)"
E	1	2	sigma_d6	-1/3	"(-1, 0, 0)"	"(0, 1, 1)"	"(0.500000, -0.500000, -0.500000)"
E	1	2	sigma_d3	1/6+1/6*I*3^(1/2)	"(0, 0, 1)"	"(-1, 1, 0)"	"(0.500000, -0.500000, -0.500000)"
E	1	2	sigma_d1	1/6-1/6*I*3^(1/2)	"(0, 1, 0)"	"(-1, 0, 1)"	"(0.500000, -0.500000, -0.500000)"
E	1	2	sigma_d6	-1/3	"(-2, 0, 0)"	"(1, 1, 1)"	"(1.500000, -0.500000, -0.500000)"
E	1	2	sigma_d3	1/6+1/6*I*3^(1/2)	"(0, 0, 2)"	"(-1, 1, -1)"	"(1.500000, -0.500000, -0.500000)"
E	1	2	sigma_d1	1/6-1/6*I*3^(1/2)	"(0, 2, 0)"	"(-1, -1, 1)"	"(1.500000, -0.500000, -0.500000)"
E	1	2	sigma_d6	-1/3	"(0, 0, 2)"	"(-1, 1, -1)"	"(-0.500000, 1.500000, -0.500000)"
E	1	2	sigma_d3	1/6+1/6*I*3^(1/2)	"(0, 2, 0)"	"(-1, -1, 1)"	"(-0.500000, 1.500000, -0.500000)"
E	1	2	sigma_d1	1/6-1/6*I*3^(1/2)	"(-2, 0, 0)"	"(1, 1, 1)"	"(-0.500000, 1.500000, -0.500000)"
E	1	2	sigma_d6	-1/3	"(0, 2, 0)"	"(-1, -1, 1)"	"(-0.500000, -0.500000, 1.500000)"
E	1	2	sigma_d3	1/6+1/6*I*3^(1/2)	"(-2, 0, 0)"	"(1, 1, 1)"	"(-0.500000, -0.500000, 1.500000)"
E	1	2	sigma_d1	1/6-1/6*I*3^(1/2)	"(0, 0, 2)"	"(-1, 1, -1)"	"(-0.500000, -0.500000, 1.500000)"
E	1	2	sigma_d6	-1/3	"(0, 0, 0)"	"(-1, 1, 1)"	"(-0.500000, -0.500000, -0.500000)"
E	1	2	sigma_d3	1/6+1/6*I*3^(1/2)	"(0, 0, 0)"	"(-1, 1, 1)"	"(-0.500000, -0.500000, -0.500000)"
E	1	2	sigma_d1	1/6-1/6*I*3^(1/2)	"(0, 0, 0)"	"(-1, 1, 1)"	"(-0.500000, -0.500000, -0.500000)"
E	1	2	sigma_d6	-1/3	"(-1, -1, 1)"	"(0, 2, 0)"	"(0.500000, 0.500000, -1.500000)"
E	1	2	sigma_d3	1/6+1/6*I*3^(1/2)	"(1, 1, 1)"	"(-2, 0, 0)"	"(0.500000, 0.500000, -1.500000)"
E	1	2	sigma_d1	1/6-1/6*I*3^(1/2)	"(-1, 1, -1)"	"(0, 0, 2)"	"(0.500000, 0.500000, -1.500000)"
